Case,Actual Outcome,Actual Outcome of 5 Most Similar Cases,Similarity#1,Similarity#2,Similarity#3,Similarity#4,Similarity#5,Top 5 Most Similar Case Index,Similarity Score,Diff_Attributes: Most Similar Variation 1,Diff_Attributes: Most Similar Variation 2,Diff_Attributes: Most Similar Variation 3,Diff_Attributes: Most Similar Variation 4,Diff_Attributes: Most Similar Variation 5
[160],10,[10 10 10 10 10],Case: 253 / Pred: 10,Case: 254 / Pred: 10,Case: 161 / Pred: 10,Case: 162 / Pred: 10,Case: 170 / Pred: 10,"[253, 254, 161, 162, 170]","[0.46832961993024863, 0.4671520813616326, 0.46711980708505946, 0.46711980708505946, 0.46711980708505946]","Prompt: 12.0/17.0, Denial: 3.0/2.0, Risktol: 6.0/7.0 - Non-Counterfactual","Prompt: 12.0/17.0, Mission: 0.0/6.0, Risktol: 4.0/7.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 8.0/7.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 6.0/7.0, Timeurg: 6.0/3.0 - Non-Counterfactual"
[161],10,[10 10 10  1 10],Case: 162 / Pred: 10,Case: 241 / Pred: 10,Case: 242 / Pred: 10,Case: 175 / Pred: 1,Case: 170 / Pred: 10,"[162, 241, 242, 175, 170]","[0.47248710280182366, 0.47171328615455016, 0.47171328615455016, 0.46876049692328564, 0.46794369897942634]", - Non-Counterfactual,Prompt: 12.0/17.0 - Non-Counterfactual,Prompt: 12.0/17.0 - Non-Counterfactual,"Mission: 4.0/2.0, Risktol: 6.0/8.0 - Counterfactual","Risktol: 6.0/8.0, Timeurg: 6.0/2.0 - Non-Counterfactual"
[162],10,[10 10 10  1 10],Case: 161 / Pred: 10,Case: 241 / Pred: 10,Case: 242 / Pred: 10,Case: 175 / Pred: 1,Case: 170 / Pred: 10,"[161, 241, 242, 175, 170]","[0.47248710280182366, 0.47171328615455016, 0.47171328615455016, 0.46876049692328564, 0.46794369897942634]", - Non-Counterfactual,Prompt: 12.0/17.0 - Non-Counterfactual,Prompt: 12.0/17.0 - Non-Counterfactual,"Mission: 4.0/2.0, Risktol: 6.0/8.0 - Counterfactual","Risktol: 6.0/8.0, Timeurg: 6.0/2.0 - Non-Counterfactual"
[163],1,[ 6 10 10 10 10],Case: 243 / Pred: 6,Case: 169 / Pred: 10,Case: 174 / Pred: 10,Case: 244 / Pred: 10,Case: 248 / Pred: 10,"[243, 169, 174, 244, 248]","[0.47171328615455016, 0.4683974516975649, 0.46816898528275724, 0.46761686750740306, 0.4673880195312563]",Prompt: 12.0/17.0 - Counterfactual,"Mission: 3.0/7.0, Denial: 3.0/2.0 - Counterfactual","Mission: 4.0/7.0, Timeurg: 2.0/8.0 - Counterfactual","Prompt: 12.0/17.0, Mission: 8.0/7.0, Denial: 8.0/2.0 - Counterfactual","Prompt: 12.0/17.0, Mission: 2.0/7.0, Timeurg: 2.0/8.0 - Counterfactual"
[164],10,[10 10  1 10 10],Case: 165 / Pred: 10,Case: 170 / Pred: 10,Case: 167 / Pred: 1,Case: 168 / Pred: 10,Case: 249 / Pred: 10,"[165, 170, 167, 168, 249]","[0.47248710280182366, 0.4683974516975649, 0.46816898528275724, 0.46816898528275724, 0.4681011204087478]", - Non-Counterfactual,"Mission: 2.0/3.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 4.0/3.0, Timeurg: 4.0/6.0 - Counterfactual","Mission: 4.0/3.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Prompt: 12.0/17.0, Risktol: 7.0/6.0, Timeurg: 2.0/6.0 - Non-Counterfactual"
[165],10,[10 10  1 10 10],Case: 164 / Pred: 10,Case: 170 / Pred: 10,Case: 167 / Pred: 1,Case: 168 / Pred: 10,Case: 249 / Pred: 10,"[164, 170, 167, 168, 249]","[0.47248710280182366, 0.4683974516975649, 0.46816898528275724, 0.46816898528275724, 0.4681011204087478]", - Non-Counterfactual,"Mission: 2.0/3.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 4.0/3.0, Timeurg: 4.0/6.0 - Counterfactual","Mission: 4.0/3.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Prompt: 12.0/17.0, Risktol: 7.0/6.0, Timeurg: 2.0/6.0 - Non-Counterfactual"
[166],10,[10 10 10  6 10],Case: 168 / Pred: 10,Case: 240 / Pred: 10,Case: 250 / Pred: 10,Case: 247 / Pred: 6,Case: 249 / Pred: 10,"[168, 240, 250, 247, 249]","[0.46969606658825586, 0.46832961993024863, 0.4681011204087478, 0.46761686750740306, 0.4673880195312563]","Mission: 4.0/2.0, Risktol: 6.0/7.0 - Non-Counterfactual","Prompt: 12.0/17.0, Denial: 8.0/3.0, Risktol: 8.0/7.0 - Non-Counterfactual","Prompt: 12.0/17.0, Risktol: 6.0/7.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Prompt: 12.0/17.0, Mission: 6.0/2.0, Denial: 7.0/3.0 - Counterfactual","Prompt: 12.0/17.0, Mission: 3.0/2.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
[167],1,[10 10 10  1  6],Case: 168 / Pred: 10,Case: 164 / Pred: 10,Case: 165 / Pred: 10,Case: 175 / Pred: 1,Case: 255 / Pred: 6,"[168, 164, 165, 175, 255]","[0.4699261447469857, 0.46816898528275724, 0.46816898528275724, 0.4675800195640902, 0.46739131507902193]",Timeurg: 8.0/4.0 - Counterfactual,"Mission: 3.0/4.0, Timeurg: 6.0/4.0 - Counterfactual","Mission: 3.0/4.0, Timeurg: 6.0/4.0 - Counterfactual","Denial: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Prompt: 12.0/17.0, Denial: 2.0/3.0, Risktol: 4.0/6.0 - Counterfactual"
[168],10,[ 1 10 10 10  1],Case: 167 / Pred: 1,Case: 166 / Pred: 10,Case: 164 / Pred: 10,Case: 165 / Pred: 10,Case: 175 / Pred: 1,"[167, 166, 164, 165, 175]","[0.4699261447469857, 0.46969606658825586, 0.46816898528275724, 0.46816898528275724, 0.4675800195640902]",Timeurg: 4.0/8.0 - Counterfactual,"Mission: 2.0/4.0, Risktol: 7.0/6.0 - Non-Counterfactual","Mission: 3.0/4.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Mission: 3.0/4.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Denial: 2.0/3.0, Timeurg: 2.0/8.0 - Counterfactual"
[169],10,[ 1 10  6 10 10],Case: 163 / Pred: 1,Case: 172 / Pred: 10,Case: 243 / Pred: 6,Case: 244 / Pred: 10,Case: 168 / Pred: 10,"[163, 172, 243, 244, 168]","[0.4683974516975649, 0.46816898528275724, 0.46761686750740306, 0.46761686750740306, 0.4672154747444781]","Mission: 7.0/3.0, Denial: 2.0/3.0 - Counterfactual","Mission: 6.0/3.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Prompt: 12.0/17.0, Mission: 7.0/3.0, Denial: 2.0/3.0 - Counterfactual","Prompt: 12.0/17.0, Mission: 8.0/3.0, Denial: 8.0/3.0 - Non-Counterfactual","Mission: 4.0/3.0, Risktol: 6.0/2.0 - Non-Counterfactual"
[170],10,[10 10  1 10 10],Case: 164 / Pred: 10,Case: 165 / Pred: 10,Case: 175 / Pred: 1,Case: 161 / Pred: 10,Case: 162 / Pred: 10,"[164, 165, 175, 161, 162]","[0.4683974516975649, 0.4683974516975649, 0.46816898528275724, 0.46794369897942634, 0.46794369897942634]","Mission: 3.0/2.0, Denial: 3.0/2.0 - Non-Counterfactual","Mission: 3.0/2.0, Denial: 3.0/2.0 - Non-Counterfactual","Mission: 4.0/2.0, Timeurg: 2.0/6.0 - Counterfactual","Risktol: 8.0/6.0, Timeurg: 2.0/6.0 - Non-Counterfactual","Risktol: 8.0/6.0, Timeurg: 2.0/6.0 - Non-Counterfactual"
[171],1,[ 6 10 10 10 10],Case: 247 / Pred: 6,Case: 245 / Pred: 10,Case: 161 / Pred: 10,Case: 162 / Pred: 10,Case: 240 / Pred: 10,"[247, 245, 161, 162, 240]","[0.46633708429830734, 0.46582351778224707, 0.4658140100506602, 0.4658140100506602, 0.46502908939134124]","Prompt: 12.0/17.0, Mission: 6.0/8.0, Risktol: 7.0/8.0, Timeurg: 8.0/7.0 - Counterfactual","Prompt: 12.0/17.0, Mission: 7.0/8.0, Risktol: 3.0/8.0 - Counterfactual","Mission: 2.0/8.0, Denial: 2.0/7.0, Timeurg: 2.0/7.0 - Counterfactual","Mission: 2.0/8.0, Denial: 2.0/7.0, Timeurg: 2.0/7.0 - Counterfactual","Prompt: 12.0/17.0, Mission: 2.0/8.0, Denial: 8.0/7.0, Timeurg: 8.0/7.0 - Counterfactual"
[172],10,[10 10 10 10 10],Case: 173 / Pred: 10,Case: 174 / Pred: 10,Case: 169 / Pred: 10,Case: 248 / Pred: 10,Case: 250 / Pred: 10,"[173, 174, 169, 248, 250]","[0.4688808984243883, 0.4683974516975649, 0.46816898528275724, 0.46761686750740306, 0.46643291249800495]","Risktol: 3.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 4.0/6.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 3.0/6.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Prompt: 12.0/17.0, Mission: 2.0/6.0, Denial: 2.0/3.0 - Non-Counterfactual","Prompt: 12.0/17.0, Mission: 2.0/6.0, Risktol: 6.0/2.0 - Non-Counterfactual"
[173],10,[10 10 10 10 10],Case: 253 / Pred: 10,Case: 172 / Pred: 10,Case: 169 / Pred: 10,Case: 160 / Pred: 10,Case: 246 / Pred: 10,"[253, 172, 169, 160, 246]","[0.4689130514888488, 0.4688808984243883, 0.46711980708505946, 0.4666253055242251, 0.4665664477520139]","Prompt: 12.0/17.0, Risktol: 6.0/3.0 - Non-Counterfactual","Risktol: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 3.0/6.0, Risktol: 2.0/3.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 7.0/3.0 - Non-Counterfactual","Prompt: 12.0/17.0, Mission: 4.0/6.0, Denial: 7.0/3.0, Risktol: 2.0/3.0 - Non-Counterfactual"
[174],10,[10  1 10  1  6],Case: 248 / Pred: 10,Case: 175 / Pred: 1,Case: 172 / Pred: 10,Case: 163 / Pred: 1,Case: 243 / Pred: 6,"[248, 175, 172, 163, 243]","[0.46996280873984714, 0.46897620683440483, 0.4683974516975649, 0.46816898528275724, 0.4673880195312563]","Prompt: 12.0/17.0, Mission: 2.0/4.0 - Non-Counterfactual",Risktol: 6.0/2.0 - Counterfactual,"Mission: 6.0/4.0, Denial: 3.0/2.0 - Non-Counterfactual","Mission: 7.0/4.0, Timeurg: 8.0/2.0 - Counterfactual","Prompt: 12.0/17.0, Mission: 7.0/4.0, Timeurg: 8.0/2.0 - Counterfactual"
[175],1,[10 10 10 10 10],Case: 174 / Pred: 10,Case: 161 / Pred: 10,Case: 162 / Pred: 10,Case: 170 / Pred: 10,Case: 241 / Pred: 10,"[174, 161, 162, 170, 241]","[0.46897620683440483, 0.46876049692328564, 0.46876049692328564, 0.46816898528275724, 0.4679805182872778]",Risktol: 2.0/6.0 - Counterfactual,"Mission: 2.0/4.0, Risktol: 8.0/6.0 - Counterfactual","Mission: 2.0/4.0, Risktol: 8.0/6.0 - Counterfactual","Mission: 2.0/4.0, Timeurg: 6.0/2.0 - Counterfactual","Prompt: 12.0/17.0, Mission: 2.0/4.0, Risktol: 8.0/6.0 - Counterfactual"
[176],10,[10 10  0  8  8],Case: 266 / Pred: 10,Case: 177 / Pred: 10,Case: 178 / Pred: 0,Case: 179 / Pred: 8,Case: 187 / Pred: 8,"[266, 177, 178, 179, 187]","[0.47067200864850794, 0.4699261447469857, 0.4699261447469857, 0.4699261447469857, 0.4688808984243883]","Prompt: 13.0/18.0, Risktol: 6.0/7.0 - Non-Counterfactual",Timeurg: 2.0/6.0 - Non-Counterfactual,Timeurg: 2.0/6.0 - Counterfactual,Timeurg: 8.0/6.0 - Counterfactual,"Risktol: 8.0/7.0, Timeurg: 7.0/6.0 - Counterfactual"
[177],10,[ 0  0 10  8  8],Case: 178 / Pred: 0,Case: 182 / Pred: 0,Case: 176 / Pred: 10,Case: 179 / Pred: 8,Case: 191 / Pred: 8,"[178, 182, 176, 179, 191]","[0.47248710280182366, 0.47015375728888, 0.4699261447469857, 0.4699261447469857, 0.46969606658825586]", - Counterfactual,Denial: 3.0/2.0 - Counterfactual,Timeurg: 6.0/2.0 - Non-Counterfactual,Timeurg: 8.0/2.0 - Counterfactual,"Mission: 4.0/2.0, Risktol: 6.0/7.0 - Counterfactual"
[178],0,[10  0 10  8  8],Case: 177 / Pred: 10,Case: 182 / Pred: 0,Case: 176 / Pred: 10,Case: 179 / Pred: 8,Case: 191 / Pred: 8,"[177, 182, 176, 179, 191]","[0.47248710280182366, 0.47015375728888, 0.4699261447469857, 0.4699261447469857, 0.46969606658825586]", - Counterfactual,Denial: 3.0/2.0 - Non-Counterfactual,Timeurg: 6.0/2.0 - Counterfactual,Timeurg: 8.0/2.0 - Counterfactual,"Mission: 4.0/2.0, Risktol: 6.0/7.0 - Counterfactual"
[179],8,[ 8 10 10  0 10],Case: 267 / Pred: 8,Case: 176 / Pred: 10,Case: 177 / Pred: 10,Case: 178 / Pred: 0,Case: 184 / Pred: 10,"[267, 176, 177, 178, 184]","[0.47067200864850794, 0.4699261447469857, 0.4699261447469857, 0.4699261447469857, 0.46969606658825586]","Prompt: 13.0/18.0, Risktol: 8.0/7.0 - Non-Counterfactual",Timeurg: 6.0/8.0 - Counterfactual,Timeurg: 2.0/8.0 - Counterfactual,Timeurg: 2.0/8.0 - Counterfactual,"Mission: 8.0/2.0, Risktol: 6.0/7.0 - Counterfactual"
[180],10,[10  0  8 10 10],Case: 181 / Pred: 10,Case: 182 / Pred: 0,Case: 183 / Pred: 8,Case: 176 / Pred: 10,Case: 177 / Pred: 10,"[181, 182, 183, 176, 177]","[0.47248710280182366, 0.4699261447469857, 0.4688808984243883, 0.4675800195640902, 0.4675800195640902]", - Non-Counterfactual,Timeurg: 2.0/4.0 - Counterfactual,"Risktol: 6.0/7.0, Timeurg: 3.0/4.0 - Counterfactual","Denial: 2.0/3.0, Timeurg: 6.0/4.0 - Non-Counterfactual","Denial: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual"
[181],10,[10  0  8 10 10],Case: 180 / Pred: 10,Case: 182 / Pred: 0,Case: 183 / Pred: 8,Case: 176 / Pred: 10,Case: 177 / Pred: 10,"[180, 182, 183, 176, 177]","[0.47248710280182366, 0.4699261447469857, 0.4688808984243883, 0.4675800195640902, 0.4675800195640902]", - Non-Counterfactual,Timeurg: 2.0/4.0 - Counterfactual,"Risktol: 6.0/7.0, Timeurg: 3.0/4.0 - Counterfactual","Denial: 2.0/3.0, Timeurg: 6.0/4.0 - Non-Counterfactual","Denial: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual"
[182],0,[10  0 10 10  8],Case: 177 / Pred: 10,Case: 178 / Pred: 0,Case: 180 / Pred: 10,Case: 181 / Pred: 10,Case: 183 / Pred: 8,"[177, 178, 180, 181, 183]","[0.47015375728888, 0.47015375728888, 0.4699261447469857, 0.4699261447469857, 0.4688808984243883]",Denial: 2.0/3.0 - Counterfactual,Denial: 2.0/3.0 - Non-Counterfactual,Timeurg: 4.0/2.0 - Counterfactual,Timeurg: 4.0/2.0 - Counterfactual,"Risktol: 6.0/7.0, Timeurg: 3.0/2.0 - Counterfactual"
[183],8,[10 10 10  0 10],Case: 269 / Pred: 10,Case: 180 / Pred: 10,Case: 181 / Pred: 10,Case: 182 / Pred: 0,Case: 266 / Pred: 10,"[269, 180, 181, 182, 266]","[0.46996280873984714, 0.4688808984243883, 0.4688808984243883, 0.4688808984243883, 0.4667980684581058]","Prompt: 13.0/18.0, Mission: 4.0/2.0 - Counterfactual","Risktol: 7.0/6.0, Timeurg: 4.0/3.0 - Counterfactual","Risktol: 7.0/6.0, Timeurg: 4.0/3.0 - Counterfactual","Risktol: 7.0/6.0, Timeurg: 2.0/3.0 - Counterfactual","Prompt: 13.0/18.0, Denial: 2.0/3.0, Timeurg: 6.0/3.0 - Counterfactual"
[184],10,[ 8 10  8  8 10],Case: 179 / Pred: 8,Case: 260 / Pred: 10,Case: 191 / Pred: 8,Case: 267 / Pred: 8,Case: 266 / Pred: 10,"[179, 260, 191, 267, 266]","[0.46969606658825586, 0.4681965875542558, 0.46816898528275724, 0.4679805182872778, 0.4673880195312563]","Mission: 2.0/8.0, Risktol: 7.0/6.0 - Counterfactual","Prompt: 13.0/18.0, Risktol: 2.0/6.0 - Non-Counterfactual","Mission: 4.0/8.0, Timeurg: 2.0/8.0 - Counterfactual","Prompt: 13.0/18.0, Mission: 2.0/8.0, Risktol: 8.0/6.0 - Counterfactual","Prompt: 13.0/18.0, Mission: 2.0/8.0, Timeurg: 6.0/8.0 - Non-Counterfactual"
[185],10,[ 0 10 10  8 10],Case: 186 / Pred: 0,Case: 257 / Pred: 10,Case: 258 / Pred: 10,Case: 259 / Pred: 8,Case: 264 / Pred: 10,"[186, 257, 258, 259, 264]","[0.47144753441348874, 0.46914810405396334, 0.46914810405396334, 0.46914810405396334, 0.46914810405396334]",Risktol: 3.0/2.0 - Counterfactual,"Prompt: 13.0/18.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Prompt: 13.0/18.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Prompt: 13.0/18.0, Timeurg: 8.0/7.0 - Counterfactual","Prompt: 13.0/18.0, Timeurg: 2.0/7.0 - Non-Counterfactual"
[186],0,[10  8 10 10  8],Case: 185 / Pred: 10,Case: 187 / Pred: 8,Case: 257 / Pred: 10,Case: 258 / Pred: 10,Case: 259 / Pred: 8,"[185, 187, 257, 258, 259]","[0.47144753441348874, 0.4683701212016436, 0.4681011204087478, 0.4681011204087478, 0.4681011204087478]",Risktol: 2.0/3.0 - Counterfactual,Risktol: 8.0/3.0 - Counterfactual,"Prompt: 13.0/18.0, Risktol: 2.0/3.0, Timeurg: 2.0/7.0 - Counterfactual","Prompt: 13.0/18.0, Risktol: 2.0/3.0, Timeurg: 3.0/7.0 - Counterfactual","Prompt: 13.0/18.0, Risktol: 2.0/3.0, Timeurg: 8.0/7.0 - Counterfactual"
[187],8,[ 8 10 10  0  8],Case: 267 / Pred: 8,Case: 176 / Pred: 10,Case: 177 / Pred: 10,Case: 178 / Pred: 0,Case: 179 / Pred: 8,"[267, 176, 177, 178, 179]","[0.46914810405396334, 0.4688808984243883, 0.4688808984243883, 0.4688808984243883, 0.4688808984243883]","Prompt: 13.0/18.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Risktol: 7.0/8.0, Timeurg: 6.0/7.0 - Counterfactual","Risktol: 7.0/8.0, Timeurg: 2.0/7.0 - Counterfactual","Risktol: 7.0/8.0, Timeurg: 2.0/7.0 - Counterfactual","Risktol: 7.0/8.0, Timeurg: 8.0/7.0 - Non-Counterfactual"
[188],10,[ 0 10 10 10  0],Case: 190 / Pred: 0,Case: 257 / Pred: 10,Case: 262 / Pred: 10,Case: 264 / Pred: 10,Case: 182 / Pred: 0,"[190, 257, 262, 264, 182]","[0.4683974516975649, 0.46761686750740306, 0.46761686750740306, 0.46761686750740306, 0.46660710206592865]","Mission: 4.0/6.0, Denial: 2.0/3.0 - Counterfactual","Prompt: 13.0/18.0, Mission: 2.0/6.0, Denial: 2.0/3.0 - Non-Counterfactual","Prompt: 13.0/18.0, Mission: 3.0/6.0, Denial: 7.0/3.0 - Non-Counterfactual","Prompt: 13.0/18.0, Mission: 2.0/6.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 7.0/2.0 - Counterfactual"
[189],10,[10 10  0  8 10],Case: 258 / Pred: 10,Case: 188 / Pred: 10,Case: 186 / Pred: 0,Case: 183 / Pred: 8,Case: 256 / Pred: 10,"[258, 188, 186, 183, 256]","[0.4665664477520139, 0.46652951684330923, 0.4658140100506602, 0.4655772742291358, 0.46502908939134124]","Prompt: 13.0/18.0, Mission: 2.0/6.0, Denial: 2.0/0.0, Risktol: 2.0/3.0 - Non-Counterfactual","Denial: 3.0/0.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 2.0/0.0, Timeurg: 7.0/3.0 - Counterfactual","Mission: 2.0/6.0, Denial: 3.0/0.0, Risktol: 6.0/3.0 - Counterfactual","Prompt: 13.0/18.0, Mission: 7.0/6.0, Denial: 8.0/0.0, Timeurg: 8.0/3.0 - Non-Counterfactual"
[190],0,[10 10  8 10 10],Case: 257 / Pred: 10,Case: 264 / Pred: 10,Case: 191 / Pred: 8,Case: 188 / Pred: 10,Case: 185 / Pred: 10,"[257, 264, 191, 188, 185]","[0.46996280873984714, 0.46996280873984714, 0.46897620683440483, 0.4683974516975649, 0.46816898528275724]","Prompt: 13.0/18.0, Mission: 2.0/4.0 - Counterfactual","Prompt: 13.0/18.0, Mission: 2.0/4.0 - Counterfactual",Risktol: 6.0/2.0 - Counterfactual,"Mission: 6.0/4.0, Denial: 3.0/2.0 - Counterfactual","Mission: 2.0/4.0, Timeurg: 7.0/2.0 - Counterfactual"
[191],8,[10  0  0 10 10],Case: 177 / Pred: 10,Case: 178 / Pred: 0,Case: 190 / Pred: 0,Case: 184 / Pred: 10,Case: 270 / Pred: 10,"[177, 178, 190, 184, 270]","[0.46969606658825586, 0.46969606658825586, 0.46897620683440483, 0.46816898528275724, 0.4679805182872778]","Mission: 2.0/4.0, Risktol: 7.0/6.0 - Counterfactual","Mission: 2.0/4.0, Risktol: 7.0/6.0 - Counterfactual",Risktol: 2.0/6.0 - Counterfactual,"Mission: 8.0/4.0, Timeurg: 8.0/2.0 - Counterfactual","Prompt: 13.0/18.0, Mission: 0.0/4.0, Risktol: 4.0/6.0 - Counterfactual"
[192],10,[10 10 10 10 10],Case: 204 / Pred: 10,Case: 121 / Pred: 10,Case: 196 / Pred: 10,Case: 206 / Pred: 10,Case: 125 / Pred: 10,"[204, 121, 196, 206, 125]","[0.46876049692328564, 0.4665664477520139, 0.46640850834279995, 0.4658140100506602, 0.46574580202801075]","Mission: 8.0/6.0, Risktol: 2.0/4.0 - Non-Counterfactual","Prompt: 14.0/9.0, Mission: 8.0/6.0, Denial: 3.0/8.0, Risktol: 3.0/4.0 - Non-Counterfactual","Mission: 8.0/6.0, Denial: 7.0/8.0, Risktol: 2.0/4.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 2.0/8.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Prompt: 14.0/9.0, Denial: 7.0/8.0, Risktol: 3.0/4.0, Timeurg: 3.0/8.0 - Non-Counterfactual"
[193],10,[ 5 10 10  4  4],Case: 195 / Pred: 5,Case: 114 / Pred: 10,Case: 194 / Pred: 10,Case: 115 / Pred: 4,Case: 127 / Pred: 4,"[195, 114, 194, 115, 127]","[0.4707395028866631, 0.46996280873984714, 0.46969606658825586, 0.46891764414355613, 0.46891764414355613]",Mission: 2.0/6.0 - Counterfactual,"Prompt: 14.0/9.0, Mission: 2.0/6.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 8.0/7.0 - Non-Counterfactual","Prompt: 14.0/9.0, Mission: 2.0/6.0, Risktol: 8.0/7.0 - Counterfactual","Prompt: 14.0/9.0, Mission: 0.0/6.0, Risktol: 8.0/7.0 - Counterfactual"
[194],10,[ 4  5 10  4 10],Case: 115 / Pred: 4,Case: 195 / Pred: 5,Case: 114 / Pred: 10,Case: 127 / Pred: 4,Case: 193 / Pred: 10,"[115, 195, 114, 127, 193]","[0.47171328615455016, 0.47144753441348874, 0.47067200864850794, 0.46996280873984714, 0.46969606658825586]",Prompt: 14.0/9.0 - Counterfactual,Risktol: 7.0/8.0 - Counterfactual,"Prompt: 14.0/9.0, Risktol: 7.0/8.0 - Non-Counterfactual","Prompt: 14.0/9.0, Mission: 0.0/2.0 - Counterfactual","Mission: 6.0/2.0, Risktol: 7.0/8.0 - Non-Counterfactual"
[195],5,[10 10 10  4 10],Case: 114 / Pred: 10,Case: 194 / Pred: 10,Case: 193 / Pred: 10,Case: 115 / Pred: 4,Case: 118 / Pred: 10,"[114, 194, 193, 115, 118]","[0.47171328615455016, 0.47144753441348874, 0.4707395028866631, 0.47067200864850794, 0.4693760938879552]",Prompt: 14.0/9.0 - Counterfactual,Risktol: 8.0/7.0 - Counterfactual,Mission: 6.0/2.0 - Counterfactual,"Prompt: 14.0/9.0, Risktol: 8.0/7.0 - Counterfactual","Prompt: 14.0/9.0, Denial: 7.0/2.0 - Counterfactual"
[196],10,[10 10 10 10 10],Case: 204 / Pred: 10,Case: 121 / Pred: 10,Case: 200 / Pred: 10,Case: 205 / Pred: 10,Case: 113 / Pred: 10,"[204, 121, 200, 205, 113]","[0.47015375728888, 0.46832961993024863, 0.4675800195640902, 0.46711980708505946, 0.4667980684581058]",Denial: 8.0/7.0 - Non-Counterfactual,"Prompt: 14.0/9.0, Denial: 3.0/7.0, Risktol: 3.0/2.0 - Non-Counterfactual","Denial: 3.0/7.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 7.0/8.0, Risktol: 3.0/2.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Prompt: 14.0/9.0, Denial: 2.0/7.0, Timeurg: 3.0/8.0 - Non-Counterfactual"
[197],10,[10 10  5  4 10],Case: 198 / Pred: 10,Case: 118 / Pred: 10,Case: 199 / Pred: 5,Case: 119 / Pred: 4,Case: 205 / Pred: 10,"[198, 118, 199, 119, 205]","[0.46652951684330923, 0.46633708429830734, 0.46558758423452185, 0.4653947622171236, 0.46534742322542827]","Denial: 8.0/7.0, Risktol: 7.0/6.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Prompt: 14.0/9.0, Mission: 2.0/3.0, Risktol: 7.0/6.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Denial: 8.0/7.0, Risktol: 8.0/6.0, Timeurg: 2.0/7.0 - Counterfactual","Prompt: 14.0/9.0, Mission: 2.0/3.0, Risktol: 8.0/6.0, Timeurg: 2.0/7.0 - Counterfactual","Mission: 7.0/3.0, Risktol: 3.0/6.0, Timeurg: 4.0/7.0 - Non-Counterfactual"
[198],10,[ 5 10 10 10  5],Case: 199 / Pred: 5,Case: 116 / Pred: 10,Case: 197 / Pred: 10,Case: 193 / Pred: 10,Case: 195 / Pred: 5,"[199, 116, 197, 193, 195]","[0.4688808984243883, 0.4665664477520139, 0.46652951684330923, 0.4658140100506602, 0.4658140100506602]","Risktol: 8.0/7.0, Timeurg: 2.0/3.0 - Counterfactual","Prompt: 14.0/9.0, Mission: 2.0/3.0, Denial: 3.0/8.0, Risktol: 8.0/7.0 - Non-Counterfactual","Denial: 7.0/8.0, Risktol: 6.0/7.0, Timeurg: 7.0/3.0 - Non-Counterfactual","Mission: 6.0/3.0, Denial: 2.0/8.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/3.0, Denial: 2.0/8.0, Timeurg: 2.0/3.0 - Counterfactual"
