Case,Actual Outcome,Actual Outcome of 5 Most Similar Cases,Similarity#1,Similarity#2,Similarity#3,Similarity#4,Similarity#5,Top 5 Most Similar Case Index,Similarity Score,Diff_Attributes: Most Similar Variation 1,Diff_Attributes: Most Similar Variation 2,Diff_Attributes: Most Similar Variation 3,Diff_Attributes: Most Similar Variation 4,Diff_Attributes: Most Similar Variation 5
163,1,[1 1 1 5 5],Case: 175 / Pred: 1,Case: 167 / Pred: 1,Case: 171 / Pred: 1,Case: 243 / Pred: 5,Case: 251 / Pred: 5,"[175, 167, 171, 243, 251]","[0.33920314355080317, 0.3387842984711883, 0.3387842984711883, 0.32932035600983023, 0.3283964148201603]","Mission: 4.0/7.0, Risktol: 6.0/2.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 4.0/7.0, Denial: 3.0/2.0, Risktol: 6.0/2.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Mission: 8.0/7.0, Denial: 7.0/2.0, Risktol: 8.0/2.0, Timeurg: 7.0/8.0 - Non-Counterfactual",Prompt: 11.0/16.0 - Counterfactual,"Prompt: 11.0/16.0, Mission: 3.0/7.0, Risktol: 8.0/2.0 - Counterfactual"
164,8,[8 8 8 8 8],Case: 165 / Pred: 8,Case: 170 / Pred: 8,Case: 168 / Pred: 8,Case: 169 / Pred: 8,Case: 166 / Pred: 8,"[165, 170, 168, 169, 166]","[0.3410032413928608, 0.34038962038266385, 0.3399004544545376, 0.33940082184166687, 0.33920314355080317]", - Non-Counterfactual,"Mission: 2.0/3.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 4.0/3.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Risktol: 2.0/6.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Mission: 2.0/3.0, Risktol: 7.0/6.0, Timeurg: 8.0/6.0 - Non-Counterfactual"
165,8,[8 8 8 8 8],Case: 164 / Pred: 8,Case: 170 / Pred: 8,Case: 168 / Pred: 8,Case: 169 / Pred: 8,Case: 166 / Pred: 8,"[164, 170, 168, 169, 166]","[0.3410032413928608, 0.34038962038266385, 0.3399004544545376, 0.33940082184166687, 0.33920314355080317]", - Non-Counterfactual,"Mission: 2.0/3.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 4.0/3.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Risktol: 2.0/6.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Mission: 2.0/3.0, Risktol: 7.0/6.0, Timeurg: 8.0/6.0 - Non-Counterfactual"
166,8,[8 8 8 8 8],Case: 168 / Pred: 8,Case: 169 / Pred: 8,Case: 160 / Pred: 8,Case: 164 / Pred: 8,Case: 165 / Pred: 8,"[168, 169, 160, 164, 165]","[0.3401110392573743, 0.3401110392573743, 0.3394824697009694, 0.33920314355080317, 0.33920314355080317]","Mission: 4.0/2.0, Risktol: 6.0/7.0 - Non-Counterfactual","Mission: 3.0/2.0, Risktol: 2.0/7.0 - Non-Counterfactual","Mission: 6.0/2.0, Denial: 2.0/3.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Mission: 3.0/2.0, Risktol: 6.0/7.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Mission: 3.0/2.0, Risktol: 6.0/7.0, Timeurg: 6.0/8.0 - Non-Counterfactual"
167,1,[1 1 1 5 5],Case: 175 / Pred: 1,Case: 163 / Pred: 1,Case: 171 / Pred: 1,Case: 255 / Pred: 5,Case: 243 / Pred: 5,"[175, 163, 171, 255, 243]","[0.3396799854367662, 0.3387842984711883, 0.3387842984711883, 0.3281682172829284, 0.3270221508286844]","Denial: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Mission: 7.0/4.0, Denial: 2.0/3.0, Risktol: 2.0/6.0, Timeurg: 8.0/4.0 - Non-Counterfactual","Mission: 8.0/4.0, Denial: 7.0/3.0, Risktol: 8.0/6.0, Timeurg: 7.0/4.0 - Non-Counterfactual","Prompt: 11.0/16.0, Denial: 2.0/3.0, Risktol: 4.0/6.0 - Counterfactual","Prompt: 11.0/16.0, Mission: 7.0/4.0, Denial: 2.0/3.0, Risktol: 2.0/6.0, Timeurg: 8.0/4.0 - Counterfactual"
168,8,[8 8 8 8 8],Case: 166 / Pred: 8,Case: 169 / Pred: 8,Case: 164 / Pred: 8,Case: 165 / Pred: 8,Case: 170 / Pred: 8,"[166, 169, 164, 165, 170]","[0.3401110392573743, 0.3401110392573743, 0.3399004544545376, 0.3399004544545376, 0.3394824697009694]","Mission: 2.0/4.0, Risktol: 7.0/6.0 - Non-Counterfactual","Mission: 3.0/4.0, Risktol: 2.0/6.0 - Non-Counterfactual","Mission: 3.0/4.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Mission: 3.0/4.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Mission: 2.0/4.0, Denial: 2.0/3.0, Timeurg: 6.0/8.0 - Non-Counterfactual"
169,8,[8 8 8 8 8],Case: 166 / Pred: 8,Case: 168 / Pred: 8,Case: 172 / Pred: 8,Case: 174 / Pred: 8,Case: 164 / Pred: 8,"[166, 168, 172, 174, 164]","[0.3401110392573743, 0.3401110392573743, 0.3399004544545376, 0.3394824697009694, 0.33940082184166687]","Mission: 2.0/3.0, Risktol: 7.0/2.0 - Non-Counterfactual","Mission: 4.0/3.0, Risktol: 6.0/2.0 - Non-Counterfactual","Mission: 6.0/3.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 4.0/3.0, Denial: 2.0/3.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Risktol: 6.0/2.0, Timeurg: 6.0/8.0 - Non-Counterfactual"
170,8,[8 8 8 8 8],Case: 164 / Pred: 8,Case: 165 / Pred: 8,Case: 168 / Pred: 8,Case: 161 / Pred: 8,Case: 162 / Pred: 8,"[164, 165, 168, 161, 162]","[0.34038962038266385, 0.34038962038266385, 0.3394824697009694, 0.33940082184166687, 0.33940082184166687]","Mission: 3.0/2.0, Denial: 3.0/2.0 - Non-Counterfactual","Mission: 3.0/2.0, Denial: 3.0/2.0 - Non-Counterfactual","Mission: 4.0/2.0, Denial: 3.0/2.0, Timeurg: 8.0/6.0 - Non-Counterfactual","Risktol: 8.0/6.0, Timeurg: 2.0/6.0 - Non-Counterfactual","Risktol: 8.0/6.0, Timeurg: 2.0/6.0 - Non-Counterfactual"
171,1,[1 1 1 5 5],Case: 163 / Pred: 1,Case: 167 / Pred: 1,Case: 175 / Pred: 1,Case: 251 / Pred: 5,Case: 247 / Pred: 5,"[163, 167, 175, 251, 247]","[0.3387842984711883, 0.3387842984711883, 0.3387842984711883, 0.3277453790311516, 0.3274560410753639]","Mission: 7.0/8.0, Denial: 2.0/7.0, Risktol: 2.0/8.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 4.0/8.0, Denial: 3.0/7.0, Risktol: 6.0/8.0, Timeurg: 4.0/7.0 - Non-Counterfactual","Mission: 4.0/8.0, Denial: 2.0/7.0, Risktol: 6.0/8.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Prompt: 11.0/16.0, Mission: 3.0/8.0, Denial: 2.0/7.0, Timeurg: 8.0/7.0 - Counterfactual","Prompt: 11.0/16.0, Mission: 6.0/8.0, Risktol: 7.0/8.0, Timeurg: 8.0/7.0 - Counterfactual"
172,8,[8 8 8 8 8],Case: 174 / Pred: 8,Case: 169 / Pred: 8,Case: 161 / Pred: 8,Case: 162 / Pred: 8,Case: 173 / Pred: 8,"[174, 169, 161, 162, 173]","[0.34038962038266385, 0.3399004544545376, 0.33969331362362665, 0.33969331362362665, 0.33940082184166687]","Mission: 4.0/6.0, Denial: 2.0/3.0 - Non-Counterfactual","Mission: 3.0/6.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 2.0/3.0, Risktol: 8.0/2.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 2.0/3.0, Risktol: 8.0/2.0 - Non-Counterfactual","Risktol: 3.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual"
173,8,[8 8 8 8 8],Case: 160 / Pred: 8,Case: 172 / Pred: 8,Case: 164 / Pred: 8,Case: 165 / Pred: 8,Case: 166 / Pred: 8,"[160, 172, 164, 165, 166]","[0.33989070683478784, 0.33940082184166687, 0.33920314355080317, 0.33920314355080317, 0.33920314355080317]","Denial: 2.0/3.0, Risktol: 7.0/3.0 - Non-Counterfactual","Risktol: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 3.0/6.0, Risktol: 6.0/3.0, Timeurg: 6.0/3.0 - Non-Counterfactual","Mission: 3.0/6.0, Risktol: 6.0/3.0, Timeurg: 6.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 7.0/3.0, Timeurg: 8.0/3.0 - Non-Counterfactual"
174,8,[8 8 8 8 8],Case: 172 / Pred: 8,Case: 161 / Pred: 8,Case: 162 / Pred: 8,Case: 169 / Pred: 8,Case: 160 / Pred: 8,"[172, 161, 162, 169, 160]","[0.34038962038266385, 0.3401110392573743, 0.3401110392573743, 0.3394824697009694, 0.33920314355080317]","Mission: 6.0/4.0, Denial: 3.0/2.0 - Non-Counterfactual","Mission: 2.0/4.0, Risktol: 8.0/2.0 - Non-Counterfactual","Mission: 2.0/4.0, Risktol: 8.0/2.0 - Non-Counterfactual","Mission: 3.0/4.0, Denial: 3.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 6.0/4.0, Risktol: 7.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual"
175,1,[1 1 1 5 5],Case: 167 / Pred: 1,Case: 163 / Pred: 1,Case: 171 / Pred: 1,Case: 255 / Pred: 5,Case: 243 / Pred: 5,"[167, 163, 171, 255, 243]","[0.3396799854367662, 0.33920314355080317, 0.3387842984711883, 0.3276608064886652, 0.3274560410753639]","Denial: 3.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual","Mission: 7.0/4.0, Risktol: 2.0/6.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 8.0/4.0, Denial: 7.0/2.0, Risktol: 8.0/6.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Prompt: 11.0/16.0, Risktol: 4.0/6.0, Timeurg: 4.0/2.0 - Counterfactual","Prompt: 11.0/16.0, Mission: 7.0/4.0, Risktol: 2.0/6.0, Timeurg: 8.0/2.0 - Counterfactual"
176,8,[8 8 8 8 8],Case: 177 / Pred: 8,Case: 180 / Pred: 8,Case: 181 / Pred: 8,Case: 185 / Pred: 8,Case: 184 / Pred: 8,"[177, 180, 181, 185, 184]","[0.34009772744088324, 0.3396799854367662, 0.3396799854367662, 0.33940082184166687, 0.33920314355080317]",Timeurg: 2.0/6.0 - Non-Counterfactual,"Denial: 3.0/2.0, Timeurg: 4.0/6.0 - Non-Counterfactual","Denial: 3.0/2.0, Timeurg: 4.0/6.0 - Non-Counterfactual","Risktol: 2.0/7.0, Timeurg: 7.0/6.0 - Non-Counterfactual","Mission: 8.0/2.0, Risktol: 6.0/7.0, Timeurg: 8.0/6.0 - Non-Counterfactual"
177,8,[8 8 8 8 8],Case: 176 / Pred: 8,Case: 188 / Pred: 8,Case: 180 / Pred: 8,Case: 181 / Pred: 8,Case: 185 / Pred: 8,"[176, 188, 180, 181, 185]","[0.34009772744088324, 0.33969331362362665, 0.3396799854367662, 0.3396799854367662, 0.33940082184166687]",Timeurg: 6.0/2.0 - Non-Counterfactual,"Mission: 6.0/2.0, Denial: 3.0/2.0, Risktol: 2.0/7.0 - Non-Counterfactual","Denial: 3.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual","Denial: 3.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual","Risktol: 2.0/7.0, Timeurg: 7.0/2.0 - Non-Counterfactual"
178,0,[0 0 6 6 0],Case: 182 / Pred: 0,Case: 190 / Pred: 0,Case: 191 / Pred: 6,Case: 179 / Pred: 6,Case: 186 / Pred: 0,"[182, 190, 191, 179, 186]","[0.3405866100367219, 0.3401110392573743, 0.3401110392573743, 0.34009772744088324, 0.33940082184166687]",Denial: 3.0/2.0 - Non-Counterfactual,"Mission: 4.0/2.0, Risktol: 2.0/7.0 - Non-Counterfactual","Mission: 4.0/2.0, Risktol: 6.0/7.0 - Counterfactual",Timeurg: 8.0/2.0 - Counterfactual,"Risktol: 3.0/7.0, Timeurg: 7.0/2.0 - Non-Counterfactual"
179,6,[0 0 0 6 0],Case: 178 / Pred: 0,Case: 182 / Pred: 0,Case: 186 / Pred: 0,Case: 187 / Pred: 6,Case: 190 / Pred: 0,"[178, 182, 186, 187, 190]","[0.34009772744088324, 0.3396799854367662, 0.33940082184166687, 0.33940082184166687, 0.33920314355080317]",Timeurg: 2.0/8.0 - Counterfactual,"Denial: 3.0/2.0, Timeurg: 2.0/8.0 - Counterfactual","Risktol: 3.0/7.0, Timeurg: 7.0/8.0 - Counterfactual","Risktol: 8.0/7.0, Timeurg: 7.0/8.0 - Non-Counterfactual","Mission: 4.0/2.0, Risktol: 2.0/7.0, Timeurg: 2.0/8.0 - Counterfactual"
180,8,[8 8 8 8 8],Case: 181 / Pred: 8,Case: 176 / Pred: 8,Case: 177 / Pred: 8,Case: 188 / Pred: 8,Case: 185 / Pred: 8,"[181, 176, 177, 188, 185]","[0.3410032413928608, 0.3396799854367662, 0.3396799854367662, 0.33920314355080317, 0.33898222101264736]", - Non-Counterfactual,"Denial: 2.0/3.0, Timeurg: 6.0/4.0 - Non-Counterfactual","Denial: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Mission: 6.0/2.0, Risktol: 2.0/7.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 2.0/7.0, Timeurg: 7.0/4.0 - Non-Counterfactual"
181,8,[8 8 8 8 8],Case: 180 / Pred: 8,Case: 176 / Pred: 8,Case: 177 / Pred: 8,Case: 188 / Pred: 8,Case: 185 / Pred: 8,"[180, 176, 177, 188, 185]","[0.3410032413928608, 0.3396799854367662, 0.3396799854367662, 0.33920314355080317, 0.33898222101264736]", - Non-Counterfactual,"Denial: 2.0/3.0, Timeurg: 6.0/4.0 - Non-Counterfactual","Denial: 2.0/3.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Mission: 6.0/2.0, Risktol: 2.0/7.0, Timeurg: 2.0/4.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 2.0/7.0, Timeurg: 7.0/4.0 - Non-Counterfactual"
182,0,[0 0 6 6 6],Case: 178 / Pred: 0,Case: 190 / Pred: 0,Case: 191 / Pred: 6,Case: 179 / Pred: 6,Case: 183 / Pred: 6,"[178, 190, 191, 179, 183]","[0.3405866100367219, 0.33969331362362665, 0.33969331362362665, 0.3396799854367662, 0.33940082184166687]",Denial: 2.0/3.0 - Non-Counterfactual,"Mission: 4.0/2.0, Denial: 2.0/3.0, Risktol: 2.0/7.0 - Non-Counterfactual","Mission: 4.0/2.0, Denial: 2.0/3.0, Risktol: 6.0/7.0 - Counterfactual","Denial: 2.0/3.0, Timeurg: 8.0/2.0 - Counterfactual","Risktol: 6.0/7.0, Timeurg: 3.0/2.0 - Counterfactual"
183,6,[6 0 0 6 0],Case: 191 / Pred: 6,Case: 182 / Pred: 0,Case: 178 / Pred: 0,Case: 179 / Pred: 6,Case: 186 / Pred: 0,"[191, 182, 178, 179, 186]","[0.3394824697009694, 0.33940082184166687, 0.33898222101264736, 0.33898222101264736, 0.33898222101264736]","Mission: 4.0/2.0, Denial: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Risktol: 7.0/6.0, Timeurg: 2.0/3.0 - Counterfactual","Denial: 2.0/3.0, Risktol: 7.0/6.0, Timeurg: 2.0/3.0 - Counterfactual","Denial: 2.0/3.0, Risktol: 7.0/6.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Denial: 2.0/3.0, Risktol: 3.0/6.0, Timeurg: 7.0/3.0 - Counterfactual"
184,8,[8 8 8 8 8],Case: 176 / Pred: 8,Case: 177 / Pred: 8,Case: 185 / Pred: 8,Case: 180 / Pred: 8,Case: 181 / Pred: 8,"[176, 177, 185, 180, 181]","[0.33920314355080317, 0.33920314355080317, 0.33920314355080317, 0.3387842984711883, 0.3387842984711883]","Mission: 2.0/8.0, Risktol: 7.0/6.0, Timeurg: 6.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Risktol: 7.0/6.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Risktol: 2.0/6.0, Timeurg: 7.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Denial: 3.0/2.0, Risktol: 7.0/6.0, Timeurg: 4.0/8.0 - Non-Counterfactual","Mission: 2.0/8.0, Denial: 3.0/2.0, Risktol: 7.0/6.0, Timeurg: 4.0/8.0 - Non-Counterfactual"
185,8,[8 8 8 8 8],Case: 188 / Pred: 8,Case: 176 / Pred: 8,Case: 177 / Pred: 8,Case: 184 / Pred: 8,Case: 180 / Pred: 8,"[188, 176, 177, 184, 180]","[0.3394824697009694, 0.33940082184166687, 0.33940082184166687, 0.33920314355080317, 0.33898222101264736]","Mission: 6.0/2.0, Denial: 3.0/2.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Risktol: 7.0/2.0, Timeurg: 6.0/7.0 - Non-Counterfactual","Risktol: 7.0/2.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 8.0/2.0, Risktol: 6.0/2.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Denial: 3.0/2.0, Risktol: 7.0/2.0, Timeurg: 4.0/7.0 - Non-Counterfactual"
186,0,[6 0 6 0 6],Case: 187 / Pred: 6,Case: 178 / Pred: 0,Case: 179 / Pred: 6,Case: 190 / Pred: 0,Case: 191 / Pred: 6,"[187, 178, 179, 190, 191]","[0.3403081901700035, 0.33940082184166687, 0.33940082184166687, 0.33920314355080317, 0.33920314355080317]",Risktol: 8.0/3.0 - Counterfactual,"Risktol: 7.0/3.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Risktol: 7.0/3.0, Timeurg: 8.0/7.0 - Counterfactual","Mission: 4.0/2.0, Risktol: 2.0/3.0, Timeurg: 2.0/7.0 - Non-Counterfactual","Mission: 4.0/2.0, Risktol: 6.0/3.0, Timeurg: 2.0/7.0 - Counterfactual"
187,6,[0 0 6 0 6],Case: 186 / Pred: 0,Case: 178 / Pred: 0,Case: 179 / Pred: 6,Case: 190 / Pred: 0,Case: 191 / Pred: 6,"[186, 178, 179, 190, 191]","[0.3403081901700035, 0.33940082184166687, 0.33940082184166687, 0.33920314355080317, 0.33920314355080317]",Risktol: 3.0/8.0 - Counterfactual,"Risktol: 7.0/8.0, Timeurg: 2.0/7.0 - Counterfactual","Risktol: 7.0/8.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 4.0/2.0, Risktol: 2.0/8.0, Timeurg: 2.0/7.0 - Counterfactual","Mission: 4.0/2.0, Risktol: 6.0/8.0, Timeurg: 2.0/7.0 - Non-Counterfactual"
188,8,[8 8 8 8 8],Case: 177 / Pred: 8,Case: 185 / Pred: 8,Case: 180 / Pred: 8,Case: 181 / Pred: 8,Case: 189 / Pred: 8,"[177, 185, 180, 181, 189]","[0.33969331362362665, 0.3394824697009694, 0.33920314355080317, 0.33920314355080317, 0.33898222101264736]","Mission: 2.0/6.0, Denial: 2.0/3.0, Risktol: 7.0/2.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 2.0/3.0, Timeurg: 7.0/2.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 7.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 7.0/2.0, Timeurg: 4.0/2.0 - Non-Counterfactual","Denial: 0.0/3.0, Risktol: 3.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual"
189,8,[8 8 8 8 8],Case: 188 / Pred: 8,Case: 176 / Pred: 8,Case: 177 / Pred: 8,Case: 180 / Pred: 8,Case: 181 / Pred: 8,"[188, 176, 177, 180, 181]","[0.33898222101264736, 0.3387842984711883, 0.3387842984711883, 0.3387842984711883, 0.3387842984711883]","Denial: 3.0/0.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 2.0/0.0, Risktol: 7.0/3.0, Timeurg: 6.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 2.0/0.0, Risktol: 7.0/3.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 3.0/0.0, Risktol: 7.0/3.0, Timeurg: 4.0/3.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 3.0/0.0, Risktol: 7.0/3.0, Timeurg: 4.0/3.0 - Non-Counterfactual"
190,0,[6 0 0 6 0],Case: 191 / Pred: 6,Case: 178 / Pred: 0,Case: 182 / Pred: 0,Case: 179 / Pred: 6,Case: 186 / Pred: 0,"[191, 178, 182, 179, 186]","[0.3403081901700035, 0.3401110392573743, 0.33969331362362665, 0.33920314355080317, 0.33920314355080317]",Risktol: 6.0/2.0 - Counterfactual,"Mission: 2.0/4.0, Risktol: 7.0/2.0 - Non-Counterfactual","Mission: 2.0/4.0, Denial: 3.0/2.0, Risktol: 7.0/2.0 - Non-Counterfactual","Mission: 2.0/4.0, Risktol: 7.0/2.0, Timeurg: 8.0/2.0 - Counterfactual","Mission: 2.0/4.0, Risktol: 3.0/2.0, Timeurg: 7.0/2.0 - Non-Counterfactual"
191,6,[0 0 0 6 6],Case: 190 / Pred: 0,Case: 178 / Pred: 0,Case: 182 / Pred: 0,Case: 183 / Pred: 6,Case: 179 / Pred: 6,"[190, 178, 182, 183, 179]","[0.3403081901700035, 0.3401110392573743, 0.33969331362362665, 0.3394824697009694, 0.33920314355080317]",Risktol: 2.0/6.0 - Counterfactual,"Mission: 2.0/4.0, Risktol: 7.0/6.0 - Counterfactual","Mission: 2.0/4.0, Denial: 3.0/2.0, Risktol: 7.0/6.0 - Counterfactual","Mission: 2.0/4.0, Denial: 3.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 2.0/4.0, Risktol: 7.0/6.0, Timeurg: 8.0/2.0 - Non-Counterfactual"
192,8,[8 8 8 8 8],Case: 204 / Pred: 8,Case: 196 / Pred: 8,Case: 201 / Pred: 8,Case: 206 / Pred: 8,Case: 198 / Pred: 8,"[204, 196, 201, 206, 198]","[0.3401110392573743, 0.33969331362362665, 0.33969331362362665, 0.3394824697009694, 0.33920314355080317]","Mission: 8.0/6.0, Risktol: 2.0/4.0 - Non-Counterfactual","Mission: 8.0/6.0, Denial: 7.0/8.0, Risktol: 2.0/4.0 - Non-Counterfactual","Mission: 7.0/6.0, Denial: 2.0/8.0, Risktol: 8.0/4.0 - Non-Counterfactual","Mission: 2.0/6.0, Denial: 2.0/8.0, Timeurg: 3.0/8.0 - Non-Counterfactual","Mission: 3.0/6.0, Risktol: 7.0/4.0, Timeurg: 3.0/8.0 - Non-Counterfactual"
193,8,[8 8 8 8 8],Case: 194 / Pred: 8,Case: 200 / Pred: 8,Case: 198 / Pred: 8,Case: 201 / Pred: 8,Case: 202 / Pred: 8,"[194, 200, 198, 201, 202]","[0.3401110392573743, 0.33969331362362665, 0.3394824697009694, 0.33920314355080317, 0.33920314355080317]","Mission: 2.0/6.0, Risktol: 8.0/7.0 - Non-Counterfactual","Mission: 8.0/6.0, Denial: 3.0/2.0, Risktol: 2.0/7.0 - Non-Counterfactual","Mission: 3.0/6.0, Denial: 8.0/2.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 7.0/6.0, Risktol: 8.0/7.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 3.0/6.0, Risktol: 3.0/7.0, Timeurg: 4.0/2.0 - Non-Counterfactual"
194,8,[8 8 8 8 8],Case: 193 / Pred: 8,Case: 201 / Pred: 8,Case: 200 / Pred: 8,Case: 206 / Pred: 8,Case: 202 / Pred: 8,"[193, 201, 200, 206, 202]","[0.3401110392573743, 0.3399004544545376, 0.33969331362362665, 0.33940082184166687, 0.33920314355080317]","Mission: 6.0/2.0, Risktol: 7.0/8.0 - Non-Counterfactual","Mission: 7.0/2.0, Timeurg: 8.0/2.0 - Non-Counterfactual","Mission: 8.0/2.0, Denial: 3.0/2.0, Risktol: 2.0/8.0 - Non-Counterfactual","Risktol: 4.0/8.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Mission: 3.0/2.0, Risktol: 3.0/8.0, Timeurg: 4.0/2.0 - Non-Counterfactual"
195,4,[4 4 4 3 3],Case: 207 / Pred: 4,Case: 199 / Pred: 4,Case: 203 / Pred: 4,Case: 115 / Pred: 3,Case: 127 / Pred: 3,"[207, 199, 203, 115, 127]","[0.3403081901700035, 0.33969331362362665, 0.33940082184166687, 0.33046867999653434, 0.3302656554754062]",Risktol: 2.0/7.0 - Non-Counterfactual,"Mission: 3.0/2.0, Denial: 8.0/2.0, Risktol: 8.0/7.0 - Non-Counterfactual","Risktol: 2.0/7.0, Timeurg: 3.0/2.0 - Non-Counterfactual","Prompt: 13.0/8.0, Risktol: 8.0/7.0 - Counterfactual","Prompt: 13.0/8.0, Mission: 0.0/2.0, Risktol: 8.0/7.0 - Counterfactual"
196,8,[8 8 8 8 8],Case: 204 / Pred: 8,Case: 192 / Pred: 8,Case: 201 / Pred: 8,Case: 200 / Pred: 8,Case: 197 / Pred: 8,"[204, 192, 201, 200, 197]","[0.3405866100367219, 0.33969331362362665, 0.33969331362362665, 0.3396799854367662, 0.33920314355080317]",Denial: 8.0/7.0 - Non-Counterfactual,"Mission: 6.0/8.0, Denial: 8.0/7.0, Risktol: 4.0/2.0 - Non-Counterfactual","Mission: 7.0/8.0, Denial: 2.0/7.0, Risktol: 8.0/2.0 - Non-Counterfactual","Denial: 3.0/7.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 3.0/8.0, Risktol: 6.0/2.0, Timeurg: 7.0/8.0 - Non-Counterfactual"
197,8,[8 8 8 8 8],Case: 196 / Pred: 8,Case: 205 / Pred: 8,Case: 198 / Pred: 8,Case: 202 / Pred: 8,Case: 192 / Pred: 8,"[196, 205, 198, 202, 192]","[0.33920314355080317, 0.33920314355080317, 0.33898222101264736, 0.33898222101264736, 0.3387842984711883]","Mission: 8.0/3.0, Risktol: 2.0/6.0, Timeurg: 8.0/7.0 - Non-Counterfactual","Mission: 7.0/3.0, Risktol: 3.0/6.0, Timeurg: 4.0/7.0 - Non-Counterfactual","Denial: 8.0/7.0, Risktol: 7.0/6.0, Timeurg: 3.0/7.0 - Non-Counterfactual","Denial: 2.0/7.0, Risktol: 3.0/6.0, Timeurg: 4.0/7.0 - Non-Counterfactual","Mission: 6.0/3.0, Denial: 8.0/7.0, Risktol: 4.0/6.0, Timeurg: 8.0/7.0 - Non-Counterfactual"
198,8,[8 8 8 8 8],Case: 206 / Pred: 8,Case: 193 / Pred: 8,Case: 192 / Pred: 8,Case: 204 / Pred: 8,Case: 197 / Pred: 8,"[206, 193, 192, 204, 197]","[0.33969331362362665, 0.3394824697009694, 0.33920314355080317, 0.33920314355080317, 0.33898222101264736]","Mission: 2.0/3.0, Denial: 2.0/8.0, Risktol: 4.0/7.0 - Non-Counterfactual","Mission: 6.0/3.0, Denial: 2.0/8.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Mission: 6.0/3.0, Risktol: 4.0/7.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Mission: 8.0/3.0, Risktol: 2.0/7.0, Timeurg: 8.0/3.0 - Non-Counterfactual","Denial: 7.0/8.0, Risktol: 6.0/7.0, Timeurg: 7.0/3.0 - Non-Counterfactual"
