Index,Actual Outcome,Predicted,Sim#1,Sim#2,Sim#3,Sim#4,Sim#5,Similar_Index,Distance,Diff#1,Diff#2,Diff#3,Diff#4,Diff#5
[123],4,[10 10 10  4 10],Sample: 122 / Pred: 10,Sample: 117 / Pred: 10,Sample: 133 / Pred: 10,Sample: 131 / Pred: 4,Sample: 124 / Pred: 10,"[122, 117, 133, 131, 124]","[1.0, 1.73, 3.88, 4.01, 4.24]",Mission: 2.0/3.0,"Mission: 4.0/3.0, Risktol: 2.0/3.0, Timeurg: 7.0/6.0","Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5, Mission: 4.0/3.0, Risktol: 2.0/3.0, Timeurg: 7.0/6.0","Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5, Mission: 2.0/3.0, Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 7.0/6.0","Mission: 4.0/3.0, Risktol: 2.0/3.0, Timeurg: 2.0/6.0"
[124],10,[10 10  4 10 10],Sample: 126 / Pred: 10,Sample: 142 / Pred: 10,Sample: 135 / Pred: 4,Sample: 140 / Pred: 10,Sample: 113 / Pred: 10,"[126, 142, 135, 140, 113]","[1.0, 3.61, 4.01, 4.01, 4.24]",Denial: 2.0/3.0,"Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5, Denial: 2.0/3.0","Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5, Mission: 2.0/4.0","Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5, Mission: 6.0/4.0","Mission: 8.0/4.0, Denial: 2.0/3.0, Timeurg: 3.0/2.0"
[125],10,[10 10 10 10 10],Sample: 141 / Pred: 10,Sample: 128 / Pred: 10,Sample: 124 / Pred: 10,Sample: 205 / Pred: 10,Sample: 113 / Pred: 10,"[141, 128, 124, 205, 113]","[3.47, 4.25, 4.69, 5.2, 5.48]","Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5","Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5, Mission: 8.0/6.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0","Mission: 4.0/6.0, Denial: 3.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0","Prompt: 9.0/14.0, Mission: 7.0/6.0, Timeurg: 4.0/3.0","Mission: 8.0/6.0, Denial: 2.0/7.0, Risktol: 2.0/3.0"
[126],10,[10 10 10  4 10],Sample: 124 / Pred: 10,Sample: 142 / Pred: 10,Sample: 113 / Pred: 10,Sample: 135 / Pred: 4,Sample: 140 / Pred: 10,"[124, 142, 113, 135, 140]","[1.0, 3.47, 4.12, 4.13, 4.13]",Denial: 3.0/2.0,"Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5","Mission: 8.0/4.0, Timeurg: 3.0/2.0","Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5, Mission: 2.0/4.0, Denial: 3.0/2.0","Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5, Mission: 6.0/4.0, Denial: 3.0/2.0"
[127],4,[ 4 10 10  4 10],Sample: 115 / Pred: 4,Sample: 114 / Pred: 10,Sample: 116 / Pred: 10,Sample: 143 / Pred: 4,Sample: 134 / Pred: 10,"[115, 114, 116, 143, 134]","[2.0, 2.24, 2.45, 3.61, 4.25]",Mission: 2.0/0.0,"Mission: 2.0/0.0, Risktol: 7.0/8.0","Mission: 2.0/0.0, Denial: 3.0/2.0, Timeurg: 3.0/2.0","Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5, Risktol: 7.0/8.0","Prompt: 15.0/14.0, Name: 2.0/1.0, Age: 25.0/22.0, Injury Type: 3.0/2.0, Severity: 0.25/0.5, Mission: 2.0/0.0, Denial: 3.0/2.0, Risktol: 7.0/8.0"
[128],10,[10 10 10  8 10],Sample: 141 / Pred: 10,Sample: 125 / Pred: 10,Sample: 140 / Pred: 10,Sample: 263 / Pred: 8,Sample: 129 / Pred: 10,"[141, 125, 140, 263, 129]","[2.45, 4.25, 4.47, 5.53, 5.83]","Mission: 6.0/8.0, Risktol: 3.0/2.0, Timeurg: 3.0/2.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 6.0/8.0, Risktol: 3.0/2.0, Timeurg: 3.0/2.0","Mission: 6.0/8.0, Denial: 3.0/7.0","Prompt: 13.0/15.0, Name: 5.0/2.0, Age: 26.0/25.0, Injury Type: 0.0/3.0, Severity: 1.0/0.25, Location: 3.0/2.0, Mission: 7.0/8.0, Risktol: 3.0/2.0, Timeurg: 4.0/2.0","Mission: 7.0/8.0, Denial: 2.0/7.0, Risktol: 4.0/2.0, Timeurg: 4.0/2.0"
[129],10,[10 10 10 10 10],Sample: 130 / Pred: 10,Sample: 140 / Pred: 10,Sample: 142 / Pred: 10,Sample: 113 / Pred: 10,Sample: 136 / Pred: 10,"[130, 140, 142, 113, 136]","[3.16, 3.16, 4.12, 4.25, 4.36]","Denial: 3.0/2.0, Timeurg: 7.0/4.0","Mission: 6.0/7.0, Denial: 3.0/2.0, Risktol: 2.0/4.0, Timeurg: 2.0/4.0","Mission: 4.0/7.0, Risktol: 2.0/4.0, Timeurg: 2.0/4.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 8.0/7.0, Risktol: 2.0/4.0, Timeurg: 3.0/4.0","Mission: 6.0/7.0, Denial: 3.0/2.0, Risktol: 3.0/4.0, Timeurg: 8.0/4.0"
[130],10,[10 10 10 10 10],Sample: 136 / Pred: 10,Sample: 137 / Pred: 10,Sample: 129 / Pred: 10,Sample: 138 / Pred: 10,Sample: 133 / Pred: 10,"[136, 137, 129, 138, 133]","[1.73, 2.45, 3.16, 3.16, 3.61]","Mission: 6.0/7.0, Risktol: 3.0/4.0, Timeurg: 8.0/7.0","Mission: 6.0/7.0, Risktol: 6.0/4.0, Timeurg: 8.0/7.0","Denial: 2.0/3.0, Timeurg: 4.0/7.0","Risktol: 7.0/4.0, Timeurg: 8.0/7.0","Mission: 4.0/7.0, Risktol: 2.0/4.0"
[131],4,[10 10  4 10 10],Sample: 133 / Pred: 10,Sample: 122 / Pred: 10,Sample: 123 / Pred: 4,Sample: 117 / Pred: 10,Sample: 136 / Pred: 10,"[133, 122, 123, 117, 136]","[2.24, 3.88, 4.01, 4.13, 4.36]","Mission: 4.0/2.0, Denial: 3.0/2.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 6.0/7.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 3.0/2.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 6.0/7.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 4.0/2.0, Denial: 3.0/2.0","Mission: 6.0/2.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 8.0/7.0"
[132],10,[10  4 10  4 10],Sample: 134 / Pred: 10,Sample: 143 / Pred: 4,Sample: 116 / Pred: 10,Sample: 115 / Pred: 4,Sample: 114 / Pred: 10,"[134, 143, 116, 115, 114]","[1.41, 2.65, 3.47, 3.75, 3.88]","Risktol: 7.0/8.0, Timeurg: 2.0/3.0","Mission: 0.0/2.0, Denial: 2.0/3.0, Risktol: 7.0/8.0, Timeurg: 2.0/3.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Denial: 2.0/3.0, Timeurg: 2.0/3.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Denial: 2.0/3.0, Risktol: 7.0/8.0, Timeurg: 2.0/3.0"
[133],10,[ 4 10 10 10  4],Sample: 131 / Pred: 4,Sample: 136 / Pred: 10,Sample: 117 / Pred: 10,Sample: 130 / Pred: 10,Sample: 123 / Pred: 4,"[131, 136, 117, 130, 123]","[2.24, 2.45, 3.47, 3.61, 3.88]","Mission: 2.0/4.0, Denial: 2.0/3.0","Mission: 6.0/4.0, Risktol: 3.0/2.0, Timeurg: 8.0/7.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25","Mission: 7.0/4.0, Risktol: 4.0/2.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 3.0/4.0, Risktol: 3.0/2.0, Timeurg: 6.0/7.0"
[134],10,[10  4 10  4 10],Sample: 132 / Pred: 10,Sample: 143 / Pred: 4,Sample: 114 / Pred: 10,Sample: 115 / Pred: 4,Sample: 116 / Pred: 10,"[132, 143, 114, 115, 116]","[1.41, 2.24, 3.61, 3.75, 3.75]","Risktol: 8.0/7.0, Timeurg: 3.0/2.0","Mission: 0.0/2.0, Denial: 2.0/3.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Denial: 2.0/3.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Denial: 2.0/3.0, Risktol: 8.0/7.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Risktol: 8.0/7.0, Timeurg: 3.0/2.0"
[135],4,[10 10 10 10 10],Sample: 142 / Pred: 10,Sample: 140 / Pred: 10,Sample: 124 / Pred: 10,Sample: 126 / Pred: 10,Sample: 134 / Pred: 10,"[142, 140, 124, 126, 134]","[2.24, 4.0, 4.01, 4.13, 5.0]","Mission: 4.0/2.0, Denial: 2.0/3.0",Mission: 6.0/2.0,"Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 4.0/2.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 4.0/2.0, Denial: 2.0/3.0",Risktol: 7.0/2.0
[136],10,[10 10 10 10 10],Sample: 130 / Pred: 10,Sample: 133 / Pred: 10,Sample: 137 / Pred: 10,Sample: 121 / Pred: 10,Sample: 138 / Pred: 10,"[130, 133, 137, 121, 138]","[1.73, 2.45, 3.0, 4.01, 4.12]","Mission: 7.0/6.0, Risktol: 4.0/3.0, Timeurg: 7.0/8.0","Mission: 4.0/6.0, Risktol: 2.0/3.0, Timeurg: 7.0/8.0",Risktol: 6.0/3.0,"Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 8.0/6.0","Mission: 7.0/6.0, Risktol: 7.0/3.0"
[137],10,[10 10 10 10 10],Sample: 138 / Pred: 10,Sample: 130 / Pred: 10,Sample: 136 / Pred: 10,Sample: 120 / Pred: 10,Sample: 133 / Pred: 10,"[138, 130, 136, 120, 133]","[1.41, 2.45, 3.0, 4.01, 4.58]","Mission: 7.0/6.0, Risktol: 7.0/6.0","Mission: 7.0/6.0, Risktol: 4.0/6.0, Timeurg: 7.0/8.0",Risktol: 3.0/6.0,"Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 8.0/6.0","Mission: 4.0/6.0, Risktol: 2.0/6.0, Timeurg: 7.0/8.0"
[138],10,[10 10 10 10  4],Sample: 137 / Pred: 10,Sample: 130 / Pred: 10,Sample: 120 / Pred: 10,Sample: 136 / Pred: 10,Sample: 139 / Pred: 4,"[137, 130, 120, 136, 139]","[1.41, 3.16, 3.75, 4.12, 4.24]","Mission: 6.0/7.0, Risktol: 6.0/7.0","Risktol: 4.0/7.0, Timeurg: 7.0/8.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 8.0/7.0, Risktol: 6.0/7.0","Mission: 6.0/7.0, Risktol: 3.0/7.0","Mission: 8.0/7.0, Denial: 7.0/3.0, Risktol: 8.0/7.0"
[139],4,[10 10 10 10 10],Sample: 138 / Pred: 10,Sample: 137 / Pred: 10,Sample: 268 / Pred: 10,Sample: 120 / Pred: 10,Sample: 130 / Pred: 10,"[138, 137, 268, 120, 130]","[4.24, 4.9, 5.15, 5.66, 5.83]","Mission: 7.0/8.0, Denial: 3.0/7.0, Risktol: 7.0/8.0","Mission: 6.0/8.0, Denial: 3.0/7.0, Risktol: 6.0/8.0","Prompt: 13.0/15.0, Name: 5.0/2.0, Age: 26.0/25.0, Injury Type: 0.0/3.0, Severity: 1.0/0.25, Location: 3.0/2.0, Mission: 7.0/8.0, Denial: 8.0/7.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Denial: 3.0/7.0, Risktol: 6.0/8.0","Mission: 7.0/8.0, Denial: 3.0/7.0, Risktol: 4.0/8.0, Timeurg: 7.0/8.0"
[140],10,[10 10  4 10 10],Sample: 142 / Pred: 10,Sample: 129 / Pred: 10,Sample: 135 / Pred: 4,Sample: 124 / Pred: 10,Sample: 126 / Pred: 10,"[142, 129, 135, 124, 126]","[2.24, 3.16, 4.0, 4.01, 4.13]","Mission: 4.0/6.0, Denial: 2.0/3.0","Mission: 7.0/6.0, Denial: 2.0/3.0, Risktol: 4.0/2.0, Timeurg: 4.0/2.0",Mission: 2.0/6.0,"Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 4.0/6.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 4.0/6.0, Denial: 2.0/3.0"
[141],10,[10 10 10  8 10],Sample: 128 / Pred: 10,Sample: 125 / Pred: 10,Sample: 140 / Pred: 10,Sample: 263 / Pred: 8,Sample: 129 / Pred: 10,"[128, 125, 140, 263, 129]","[2.45, 3.47, 4.24, 5.15, 5.29]","Mission: 8.0/6.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25","Denial: 3.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0","Prompt: 13.0/15.0, Name: 5.0/2.0, Age: 26.0/25.0, Injury Type: 0.0/3.0, Severity: 1.0/0.25, Location: 3.0/2.0, Mission: 7.0/6.0, Timeurg: 4.0/3.0","Mission: 7.0/6.0, Denial: 2.0/7.0, Risktol: 4.0/3.0, Timeurg: 4.0/3.0"
[142],10,[10  4 10 10 10],Sample: 140 / Pred: 10,Sample: 135 / Pred: 4,Sample: 126 / Pred: 10,Sample: 124 / Pred: 10,Sample: 129 / Pred: 10,"[140, 135, 126, 124, 129]","[2.24, 2.24, 3.47, 3.61, 4.12]","Mission: 6.0/4.0, Denial: 3.0/2.0","Mission: 2.0/4.0, Denial: 3.0/2.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Denial: 3.0/2.0","Mission: 7.0/4.0, Risktol: 4.0/2.0, Timeurg: 4.0/2.0"
[143],4,[10 10  4 10  4],Sample: 134 / Pred: 10,Sample: 132 / Pred: 10,Sample: 127 / Pred: 4,Sample: 114 / Pred: 10,Sample: 115 / Pred: 4,"[134, 132, 127, 114, 115]","[2.24, 2.65, 3.61, 4.01, 4.13]","Mission: 2.0/0.0, Denial: 3.0/2.0","Mission: 2.0/0.0, Denial: 3.0/2.0, Risktol: 8.0/7.0, Timeurg: 3.0/2.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Risktol: 8.0/7.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 2.0/0.0","Prompt: 14.0/15.0, Name: 1.0/2.0, Age: 22.0/25.0, Injury Type: 2.0/3.0, Severity: 0.5/0.25, Mission: 2.0/0.0, Risktol: 8.0/7.0"
[144],10,[10  4  4 10 10],Sample: 153 / Pred: 10,Sample: 155 / Pred: 4,Sample: 151 / Pred: 4,Sample: 146 / Pred: 10,Sample: 157 / Pred: 10,"[153, 155, 151, 146, 157]","[2.0, 3.32, 3.46, 4.24, 4.36]","Mission: 7.0/8.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 8.0/7.0","Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 4.0/7.0","Mission: 7.0/8.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 4.0/7.0","Mission: 7.0/8.0, Risktol: 6.0/2.0, Timeurg: 8.0/7.0","Mission: 7.0/8.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 3.0/7.0"
[145],10,[ 4  4 10 10 10],Sample: 147 / Pred: 4,Sample: 159 / Pred: 4,Sample: 158 / Pred: 10,Sample: 150 / Pred: 10,Sample: 149 / Pred: 10,"[147, 159, 158, 150, 149]","[0.0, 2.24, 2.24, 2.45, 3.0]",,"Mission: 4.0/2.0, Risktol: 2.0/3.0","Mission: 0.0/2.0, Risktol: 2.0/3.0","Mission: 4.0/2.0, Denial: 3.0/2.0, Risktol: 2.0/3.0","Mission: 4.0/2.0, Denial: 3.0/2.0, Timeurg: 4.0/2.0"
[146],10,[10 10 10  4  4],Sample: 154 / Pred: 10,Sample: 153 / Pred: 10,Sample: 144 / Pred: 10,Sample: 151 / Pred: 4,Sample: 155 / Pred: 4,"[154, 153, 144, 151, 155]","[2.0, 3.16, 4.24, 5.1, 5.2]","Mission: 6.0/7.0, Denial: 3.0/2.0, Risktol: 7.0/6.0, Timeurg: 7.0/8.0","Denial: 3.0/2.0, Risktol: 3.0/6.0","Mission: 8.0/7.0, Risktol: 2.0/6.0, Timeurg: 7.0/8.0","Denial: 3.0/2.0, Risktol: 3.0/6.0, Timeurg: 4.0/8.0","Mission: 8.0/7.0, Denial: 3.0/2.0, Risktol: 3.0/6.0, Timeurg: 4.0/8.0"
[147],4,[10  4 10 10 10],Sample: 145 / Pred: 10,Sample: 159 / Pred: 4,Sample: 158 / Pred: 10,Sample: 150 / Pred: 10,Sample: 149 / Pred: 10,"[145, 159, 158, 150, 149]","[0.0, 2.24, 2.24, 2.45, 3.0]",,"Mission: 4.0/2.0, Risktol: 2.0/3.0","Mission: 0.0/2.0, Risktol: 2.0/3.0","Mission: 4.0/2.0, Denial: 3.0/2.0, Risktol: 2.0/3.0","Mission: 4.0/2.0, Denial: 3.0/2.0, Timeurg: 4.0/2.0"
[148],10,[10  4  4 10 10],Sample: 157 / Pred: 10,Sample: 151 / Pred: 4,Sample: 155 / Pred: 4,Sample: 156 / Pred: 10,Sample: 149 / Pred: 10,"[157, 151, 155, 156, 149]","[0.0, 1.0, 1.41, 1.73, 3.16]",,Timeurg: 4.0/3.0,"Mission: 8.0/7.0, Timeurg: 4.0/3.0","Mission: 8.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0","Mission: 4.0/7.0, Timeurg: 4.0/3.0"
[149],10,[10  4 10  4  4],Sample: 150 / Pred: 10,Sample: 159 / Pred: 4,Sample: 145 / Pred: 10,Sample: 147 / Pred: 4,Sample: 151 / Pred: 4,"[150, 159, 145, 147, 151]","[2.24, 2.45, 3.0, 3.0, 3.0]","Risktol: 2.0/3.0, Timeurg: 2.0/4.0","Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 2.0/4.0","Mission: 2.0/4.0, Denial: 2.0/3.0, Timeurg: 2.0/4.0","Mission: 2.0/4.0, Denial: 2.0/3.0, Timeurg: 2.0/4.0",Mission: 7.0/4.0
[150],10,[ 4 10 10  4 10],Sample: 159 / Pred: 4,Sample: 149 / Pred: 10,Sample: 145 / Pred: 10,Sample: 147 / Pred: 4,Sample: 148 / Pred: 10,"[159, 149, 145, 147, 148]","[1.0, 2.24, 2.45, 2.45, 3.32]",Denial: 2.0/3.0,"Risktol: 3.0/2.0, Timeurg: 4.0/2.0","Mission: 2.0/4.0, Denial: 2.0/3.0, Risktol: 3.0/2.0","Mission: 2.0/4.0, Denial: 2.0/3.0, Risktol: 3.0/2.0","Mission: 7.0/4.0, Risktol: 3.0/2.0, Timeurg: 3.0/2.0"
[151],4,[10  4 10 10 10],Sample: 148 / Pred: 10,Sample: 155 / Pred: 4,Sample: 157 / Pred: 10,Sample: 156 / Pred: 10,Sample: 149 / Pred: 10,"[148, 155, 157, 156, 149]","[1.0, 1.0, 1.0, 2.45, 3.0]",Timeurg: 3.0/4.0,Mission: 8.0/7.0,Timeurg: 3.0/4.0,"Mission: 8.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/4.0",Mission: 4.0/7.0
[152],10,[10  3  1 10  3],Sample: 154 / Pred: 10,Sample: 231 / Pred: 3,Sample: 171 / Pred: 1,Sample: 146 / Pred: 10,Sample: 235 / Pred: 3,"[154, 231, 171, 146, 235]","[4.69, 5.29, 5.39, 5.48, 6.4]","Mission: 6.0/8.0, Denial: 3.0/7.0, Risktol: 7.0/8.0, Timeurg: 7.0/8.0","Prompt: 11.0/16.0, Mission: 7.0/8.0, Risktol: 7.0/8.0, Timeurg: 7.0/8.0","Prompt: 17.0/16.0, Name: 4.0/3.0, Age: 40.0/36.0, Rank: 1.0/2.0, Location: 4.0/1.0, Timeurg: 7.0/8.0","Mission: 7.0/8.0, Denial: 2.0/7.0, Risktol: 6.0/8.0","Prompt: 11.0/16.0, Denial: 3.0/7.0"
[153],10,[10 10  4  4 10],Sample: 144 / Pred: 10,Sample: 146 / Pred: 10,Sample: 151 / Pred: 4,Sample: 155 / Pred: 4,Sample: 154 / Pred: 10,"[144, 146, 151, 155, 154]","[2.0, 3.16, 4.0, 4.12, 4.24]","Mission: 8.0/7.0, Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 7.0/8.0","Denial: 2.0/3.0, Risktol: 6.0/3.0",Timeurg: 4.0/8.0,"Mission: 8.0/7.0, Timeurg: 4.0/8.0","Mission: 6.0/7.0, Risktol: 7.0/3.0, Timeurg: 7.0/8.0"
[154],10,[10 10 10  4 10],Sample: 146 / Pred: 10,Sample: 153 / Pred: 10,Sample: 152 / Pred: 10,Sample: 151 / Pred: 4,Sample: 234 / Pred: 10,"[146, 153, 152, 151, 234]","[2.0, 4.24, 4.69, 5.1, 5.2]","Mission: 7.0/6.0, Denial: 2.0/3.0, Risktol: 6.0/7.0, Timeurg: 8.0/7.0","Mission: 7.0/6.0, Risktol: 3.0/7.0, Timeurg: 8.0/7.0","Mission: 8.0/6.0, Denial: 7.0/3.0, Risktol: 8.0/7.0, Timeurg: 8.0/7.0","Mission: 7.0/6.0, Risktol: 3.0/7.0, Timeurg: 4.0/7.0","Prompt: 11.0/16.0, Mission: 7.0/6.0, Timeurg: 6.0/7.0"
[155],4,[ 4 10 10 10 10],Sample: 151 / Pred: 4,Sample: 157 / Pred: 10,Sample: 148 / Pred: 10,Sample: 156 / Pred: 10,Sample: 144 / Pred: 10,"[151, 157, 148, 156, 144]","[1.0, 1.41, 1.41, 2.24, 3.32]",Mission: 7.0/8.0,"Mission: 7.0/8.0, Timeurg: 3.0/4.0","Mission: 7.0/8.0, Timeurg: 3.0/4.0","Risktol: 2.0/3.0, Timeurg: 2.0/4.0","Denial: 2.0/3.0, Risktol: 2.0/3.0, Timeurg: 7.0/4.0"
[156],10,[10 10  4  4 10],Sample: 148 / Pred: 10,Sample: 157 / Pred: 10,Sample: 155 / Pred: 4,Sample: 151 / Pred: 4,Sample: 150 / Pred: 10,"[148, 157, 155, 151, 150]","[1.73, 1.73, 2.24, 2.45, 4.0]","Mission: 7.0/8.0, Risktol: 3.0/2.0, Timeurg: 3.0/2.0","Mission: 7.0/8.0, Risktol: 3.0/2.0, Timeurg: 3.0/2.0","Risktol: 3.0/2.0, Timeurg: 4.0/2.0","Mission: 7.0/8.0, Risktol: 3.0/2.0, Timeurg: 4.0/2.0",Mission: 4.0/8.0
[157],10,[10  4  4 10 10],Sample: 148 / Pred: 10,Sample: 151 / Pred: 4,Sample: 155 / Pred: 4,Sample: 156 / Pred: 10,Sample: 149 / Pred: 10,"[148, 151, 155, 156, 149]","[0.0, 1.0, 1.41, 1.73, 3.16]",,Timeurg: 4.0/3.0,"Mission: 8.0/7.0, Timeurg: 4.0/3.0","Mission: 8.0/7.0, Risktol: 2.0/3.0, Timeurg: 2.0/3.0","Mission: 4.0/7.0, Timeurg: 4.0/3.0"
[158],10,[10  4  4 10 10],Sample: 145 / Pred: 10,Sample: 147 / Pred: 4,Sample: 159 / Pred: 4,Sample: 150 / Pred: 10,Sample: 149 / Pred: 10,"[145, 147, 159, 150, 149]","[2.24, 2.24, 4.0, 4.12, 4.69]","Mission: 2.0/0.0, Risktol: 3.0/2.0","Mission: 2.0/0.0, Risktol: 3.0/2.0",Mission: 4.0/0.0,"Mission: 4.0/0.0, Denial: 3.0/2.0","Mission: 4.0/0.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 4.0/2.0"
[159],4,[10 10  4 10 10],Sample: 150 / Pred: 10,Sample: 145 / Pred: 10,Sample: 147 / Pred: 4,Sample: 149 / Pred: 10,Sample: 157 / Pred: 10,"[150, 145, 147, 149, 157]","[1.0, 2.24, 2.24, 2.45, 3.46]",Denial: 3.0/2.0,"Mission: 2.0/4.0, Risktol: 3.0/2.0","Mission: 2.0/4.0, Risktol: 3.0/2.0","Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 4.0/2.0","Mission: 7.0/4.0, Denial: 3.0/2.0, Risktol: 3.0/2.0, Timeurg: 3.0/2.0"
